,ATS__c,Industry,numJobs,awards,contentCount,followers,freshContent,photos,starRating,clicks,monthOfSignupPageViews,timeOnSite,intDifficulty,intDuration,has_interviews,basePayAmount,subsidiary,employeesTotalNum,RespondedContacts,employerId,isWon
15523,UNKNOWN,Finance,0.0,,,,,,,,,392,2.0,7.0,1,38500.0,0,400.0,,Q5vVe,False
15524,CustomCrawl,Information Technology,10.0,,,,,,,,,1237,3.0,12.0,1,50259.0,0,682.0,4.0,mcSYw,False
15525,EMPLOYER SOURCE,Advertising & Marketing,2.0,0.0,4.0,12.0,0.0,0.0,5.0,,,8,,,0,0.0,0,125.0,,83npD,True
15526,UNKNOWN,,0.0,,,,,,,,,181,,,0,0.0,0,25.0,1.0,SH3zn,False
15527,ultiRecruit,Manufacturing,43.0,,,,,,,,,578,3.0,15.0,1,45969.0,0,3000.0,2.0,5CN1X,False
15528,other,Computer Hardware & Software,19.0,0.0,44.0,78.0,4.0,0.0,3.65,108.0,,565,2.0,4.0,1,64985.0,0,125.0,3.0,8gPcz,False
15529,CustomCrawl,Health Care,477.0,,,,,,,,,62,2.5,11.0,1,51388.0,1,,4.0,LrzCJ,False
15530,CustomCrawl,Retail,14.0,,,,,,,,,176,,,0,52825.0,0,350.0,1.0,079Hv,False
15531,UNKNOWN,Finance,0.0,,,,,,,,,626,2.7,13.0,1,47220.0,0,1403.0,2.0,LktIU,False
15532,UNKNOWN,Non-Profit,0.0,,,,,,,,,0,4.0,30.0,1,23119.0,0,100.0,2.0,wxGf6,False
15533,CustomCrawl,Travel & Tourism,10.0,,,,,,,,,182,2.0,11.0,1,48905.0,0,3000.0,1.0,rWMBX,False
15534,other,Health Care,22.0,0.0,22.0,50.0,6.0,0.0,2.77777777778,59.0,,0,3.0,8.0,1,73181.0,0,1000.0,,7E3nN,False
15535,CustomCrawl,Government,49.0,,,,,,,,,0,2.9,39.0,1,78379.0,0,39000.0,10.0,3JfoB,False
15536,OpenHire (FTP Feed),Biotech & Pharmaceuticals,28.0,,,,,,,,,527,3.5,14.0,1,77885.0,0,3254.0,4.0,BomJP,False
15537,CustomCrawl,Media,9.0,,,,,,,,,302,3.0,1.0,1,71129.0,0,350.0,1.0,qajXe,False
15538,CustomCrawl,Retail,4.0,,,,,,,,,35,2.5,11.0,1,61790.0,0,125.0,2.0,MnoWy,True
15539,UNKNOWN,Non-Profit,0.0,,,,,,,,,112,1.0,6.0,1,203839.0,0,125.0,3.0,vwi1W,False
15540,CustomCrawl,Media,27.0,,,,,,,,,120,2.3,13.0,1,52052.0,0,26163.0,3.0,ldsso,False
15541,app.theresumator.com,,10.0,,,,,,,,,18,,,0,0.0,0,10.0,1.0,jkht2,False
15542,UNKNOWN,Advertising & Marketing,0.0,,,,,,,,,166,,,0,40000.0,0,25.0,3.0,2rvRe,False
15543,UNKNOWN,Business Services,0.0,,,,,,,,,0,1.0,14.0,1,44480.0,0,508.0,1.0,uVl6I,False
15544,CustomCrawl,"Arts, Entertainment & Recreation",6.0,,,,,,,,,0,,,0,45428.0,0,250.0,,5rY1K,False
15545,other,Finance,22.0,,,,,,,,,0,2.6,8.0,1,34900.0,0,894.0,5.0,V7V08,False
15546,SmartRecruiters,Retail,8.0,0.0,74.0,166.0,8.0,20.0,2.9696969697,163.0,,466,2.7,9.0,1,69147.0,0,600.0,2.0,emW4x,False
15547,CustomCrawl,Biotech & Pharmaceuticals,7.0,,,,,,,,,21,3.0,17.0,1,129606.0,0,125.0,3.0,x1P36,False
15548,EMPLOYER SOURCE,Business Services,3.0,,,,,,,,,20,2.0,1.0,1,87197.0,0,125.0,2.0,675UE,False
15549,other,"Restaurants, Bars & Food Services",194.0,,,,,,,,,1218,,,0,51360.0,0,3000.0,,4KJlK,False
15550,OpenHire (FTP Feed),"Arts, Entertainment & Recreation",14.0,,,,,,,,,0,3.0,14.0,1,35546.0,0,160.0,,JWkC1,False
15551,EMPLOYER SOURCE,Insurance,1.0,,,,,,,,,1325,1.9,6.0,1,101334.0,1,5.0,2.0,D8bOh,False
15552,CustomCrawl,Real Estate,2.0,,,,,,,,,916,,,0,0.0,0,25.0,1.0,CewoO,False
15553,CustomCrawl,Retail,19.0,,,,,,,,,0,,,0,41775.0,0,,,KE0UB,False
15554,other,Computer Hardware & Software,6.0,,,,,,,,,19,,,0,0.0,0,25.0,1.0,5l3EQ,True
15555,CustomCrawl,Consumer Services,1.0,,,,,,,,,0,2.7,15.0,1,37697.0,0,34.0,,DK024,False
15556,CustomCrawl,Insurance,44.0,,,,,,,,,1275,2.8,20.0,1,111859.0,0,2201.0,4.0,50Dhz,False
15557,EMPLOYER SOURCE,Finance,3.0,,,,,,,,,69,3.0,31.0,1,45167.0,0,350.0,1.0,U68cM,False
15558,CustomCrawl,Manufacturing,36.0,,,,,,,,,156,2.6,5.0,1,49379.0,0,3000.0,7.0,WYWKU,True
15559,other,Education,20.0,0.0,34.0,54.0,2.0,0.0,3.8,453.0,,8,3.0,11.0,1,59915.0,0,125.0,3.0,1nDbl,True
15560,UNKNOWN,Accounting & Legal,0.0,,,,,,,,,0,2.5,8.0,1,51827.0,0,350.0,1.0,3trjN,False
15561,iCIMS Master Feed,Education,65.0,,,,,,,,,81,3.1,25.0,1,92144.0,0,1800.0,2.0,mrBtH,False
15562,other,Education,21.0,,,,,,,,,0,3.5,5.0,1,57758.0,0,350.0,1.0,fNYSY,False
15563,UNKNOWN,"Construction, Repair & Maintenance",0.0,,,,,,,,,408,3.0,10.0,1,59881.0,0,155.0,2.0,hmfmb,False
15564,CustomCrawl,Business Services,12.0,0.0,10.0,28.0,4.0,14.0,3.5,,,315,1.0,10.0,1,69349.0,0,163.0,2.0,BgA3n,True
15565,UNKNOWN,Business Services,0.0,0.0,10.0,32.0,8.0,0.0,1.6,,,10,,,0,80136.0,0,125.0,,FqXZ2,False
15566,CustomCrawl,Biotech & Pharmaceuticals,17.0,,,,,,,,,0,,,0,87500.0,0,125.0,1.0,n657U,True
15567,UNKNOWN,"Construction, Repair & Maintenance",0.0,,,,,,,,,0,,,0,25438.0,0,96.0,1.0,lk1ba,False
15568,EMPLOYER SOURCE,Real Estate,3.0,,,,,,,,,210,,,0,0.0,0,38.0,2.0,XKAiT,False
15569,other,Information Technology,10.0,,,,,,,,,1080,1.0,1.0,1,83246.0,0,125.0,1.0,lGCfl,True
15570,CustomCrawl,Government,85.0,,,,,,,,,0,2.7,51.0,1,63411.0,0,9000.0,2.0,zIcr6,False
15571,other,Government,22.0,,,,,,,,,1067,2.5,13.0,1,39274.0,0,750.0,3.0,ItMla,False
15572,UNKNOWN,Health Care,0.0,,,,,,,,,958,2.0,21.0,1,32102.0,0,750.0,5.0,Exc4v,False
15573,CustomCrawl,Health Care,32.0,,,,,,,,,125,2.3,2.0,1,74792.0,0,750.0,1.0,CcTW1,False
15574,UNKNOWN,,0.0,,,,,,,,,30,1.0,15.0,1,57428.0,0,77.0,1.0,xGrPf,False
15575,OpenHire (FTP Feed),Transportation & Logistics,12.0,0.0,10.0,16.0,4.0,0.0,2.66666666667,260.0,,0,3.0,3.0,1,47220.0,0,475.0,,sotVx,False
15576,other,,3.0,,,,,,,,,76,,,0,0.0,0,12.0,1.0,90YZj,False
15577,UNKNOWN,Real Estate,0.0,,,,,,,,,194,3.0,7.0,1,36821.0,0,750.0,1.0,MEg4d,False
15578,CustomCrawl,Accounting & Legal,8.0,4.0,22.0,68.0,0.0,50.0,3.8,103.0,,1002,2.0,1.0,1,71089.0,0,125.0,3.0,gIQV6,True
15579,UNKNOWN,Advertising & Marketing,0.0,,,,,,,,,1215,2.8,26.0,1,79963.0,1,800.0,4.0,7JIpY,False
15580,UNKNOWN,Health Care,0.0,,,,,,,,,0,3.0,14.0,1,51760.0,0,600.0,,1AkEQ,False
15581,other,Business Services,19.0,,,,,,,,,833,3.0,8.0,1,30227.0,0,750.0,4.0,but72,False
15582,CustomCrawl,Information Technology,25.0,0.0,0.0,0.0,0.0,0.0,,,,4,3.0,23.0,1,125000.0,0,125.0,,XwEjj,True
15583,UNKNOWN,Business Services,0.0,,,,,,,,,481,,,0,420000.0,0,125.0,3.0,4tfgT,False
15584,CustomCrawl,Business Services,580.0,,,,,,,,,1063,1.0,10.0,1,67784.0,0,750.0,20.0,NAULy,False
15585,UNKNOWN,Information Technology,0.0,,,,,,,,,277,,,0,92750.0,0,25.0,2.0,GLLpR,False
15586,UNKNOWN,Business Services,0.0,,,,,,,,,444,2.8,5.0,1,25475.0,0,49.0,2.0,RspNf,False
15587,EMPLOYER SOURCE,Health Care,48.0,,,,,,,,,0,1.3,10.0,1,41909.0,0,750.0,,jYMgB,True
15588,CustomCrawl,Business Services,2.0,,,,,,,,,0,3.0,14.0,1,56450.0,0,100.0,1.0,l7cCd,False
15589,EMPLOYER SOURCE,Computer Hardware & Software,6.0,,,,,,,,,211,3.0,10.0,1,54721.0,0,125.0,5.0,pjYZi,False
15590,UNKNOWN,"Construction, Repair & Maintenance",0.0,,,,,,,,,0,,,0,35000.0,0,125.0,2.0,VN2q9,False
15591,CustomCrawl,Computer Hardware & Software,7.0,,,,,,,,,379,3.0,1.0,1,70917.0,0,5.0,2.0,9Jdix,False
15592,iCIMS Master Feed,,48.0,,,,,,,,,0,2.0,90.0,1,31541.0,1,4000.0,1.0,N7aG4,False
15593,UNKNOWN,"Oil, Gas, Energy & Utilities",0.0,,,,,,,,,996,2.8,28.0,1,2628372.0,0,45828.0,1.0,UHxNE,False
15594,EMPLOYER SOURCE,Education,11.0,,,,,,,,,190,2.0,3.0,1,43100.0,0,51.0,,3kUFu,False
15595,UNKNOWN,Manufacturing,0.0,,,,,,,,,0,2.0,21.0,1,31964.0,0,85.0,1.0,fjlxi,False
15596,other,Travel & Tourism,71.0,,,,,,,,,72,1.0,7.0,1,45817.0,0,3000.0,1.0,y3fph,False
15597,UNKNOWN,Advertising & Marketing,0.0,,,,,,,,,504,1.0,7.0,1,14373.0,0,75.0,2.0,Y6fMG,False
15598,UNKNOWN,Health Care,0.0,,,,,,,,,408,2.5,14.0,1,20314.0,0,750.0,3.0,2xVqB,False
15599,CustomCrawl,Manufacturing,40.0,,,,,,,,,0,3.2,22.0,1,60352.0,1,1500.0,,n3b13,False
15600,UNKNOWN,Retail,0.0,,,,,,,,,598,2.3,12.0,1,28413.0,0,1200.0,3.0,wfIWa,False
15601,icims,Health Care,62.0,,,,,,,,,157,2.5,44.0,1,53660.0,0,760.0,2.0,vvA9j,False
15602,CustomCrawl,Business Services,69.0,,,,,,,,,809,,,0,0.0,0,25.0,1.0,KUhUV,False
15603,healthcareSource,Health Care,237.0,,,,,,,,,247,2.5,6.0,1,67006.0,0,3000.0,2.0,idFWq,True
15604,iCIMS Master Feed,Business Services,111.0,,,,,,,,,1002,2.9,30.0,1,59073.0,0,350.0,7.0,JR9kj,False
15605,UNKNOWN,Retail,0.0,,,,,,,,,170,3.0,27.0,1,37983.0,0,160.0,10.0,NQIme,False
15606,UNKNOWN,Accounting & Legal,0.0,,,,,,,,,116,3.0,40.0,1,30925.0,0,350.0,,Axv11,False
15607,CustomCrawl,Media,9.0,,,,,,,,,27,2.3,6.0,1,69404.0,0,100.0,2.0,yMoQA,False
15608,UNKNOWN,Non-Profit,0.0,,,,,,,,,265,,,0,0.0,0,125.0,1.0,FZprt,False
15609,UNKNOWN,Computer Hardware & Software,0.0,,,,,,,,,390,2.5,17.0,1,203610.0,0,50.0,1.0,UbRhH,False
15610,EMPLOYER SOURCE,Finance,169.0,,,,,,,,,1300,2.8,20.0,1,121426.0,0,14895.0,17.0,lmrGJ,False
15611,UNKNOWN,"Oil, Gas, Energy & Utilities",0.0,,,,,,,,,0,,,0,78933.0,0,215.0,2.0,Z66hk,False
15612,CustomCrawl,"Arts, Entertainment & Recreation",10.0,0.0,54.0,128.0,14.0,0.0,2.36363636364,237.0,,142,2.6,23.0,1,78759.0,0,130.0,1.0,nyERq,True
15613,UNKNOWN,Manufacturing,0.0,,,,,,,,,871,2.6,24.0,1,120527.0,0,425.0,2.0,GfiJp,False
15614,UNKNOWN,Business Services,0.0,,,,,,,,,0,3.5,11.0,1,69553.0,0,750.0,3.0,KLZBE,False
15615,CustomCrawl,Media,45.0,,,,,,,,,652,2.1,18.0,1,47791.0,0,350.0,4.0,hXt4l,False
15616,CustomCrawl,Consumer Services,43.0,,,,,,,,,1035,2.4,18.0,1,72295.0,0,4.0,3.0,lryme,False
15617,CustomCrawl,Health Care,5.0,0.0,8.0,68.0,0.0,0.0,3.33333333333,89.0,,83,2.0,,0,34445.0,0,125.0,,CPLtr,False
15618,UNKNOWN,,0.0,,,,,,,,,0,2.5,14.0,1,43955.0,0,325.0,2.0,Wvn9E,False
15619,EMPLOYER SOURCE,Advertising & Marketing,1.0,0.0,18.0,22.0,14.0,0.0,3.75,,,47,2.0,21.0,1,0.0,0,4.0,3.0,hCWVD,False
15620,CustomCrawl,Insurance,747.0,,,,,,,,,1194,2.5,27.0,1,55419.0,0,7807.0,9.0,L9kfP,False
15621,CustomCrawl,Education,22.0,,,,,,,,,0,,,0,0.0,0,350.0,,kFhtf,True
15622,UNKNOWN,,0.0,,,,,,,,,40,1.4,3.0,1,0.0,0,125.0,1.0,QTNoo,False
15623,CustomCrawl,Retail,35.0,,,,,,,,,1287,1.9,8.0,1,27173.0,0,750.0,1.0,xz3SW,False
15624,UNKNOWN,Information Technology,0.0,,,,,,,,,0,2.0,11.0,1,23960.0,0,125.0,2.0,y3mOB,False
15625,iCIMS Master Feed,Information Technology,1.0,,,,,,,,,61,,,0,151616.0,0,125.0,2.0,8qCRs,False
15626,UNKNOWN,Business Services,0.0,0.0,94.0,126.0,8.0,0.0,2.58536585366,,,1126,2.8,16.0,1,57287.0,0,370.0,2.0,liK5f,False
15627,CustomCrawl,Computer Hardware & Software,15.0,,,,,,,,,426,2.9,22.0,1,82250.0,0,234.0,3.0,MYqCp,False
15628,other,"Restaurants, Bars & Food Services",4.0,,,,,,,,,687,1.7,3.0,1,52598.0,0,7500.0,3.0,qS7hr,False
15629,WorkforceNow,"Oil, Gas, Energy & Utilities",13.0,,,,,,,,,526,2.5,21.0,1,44487.0,0,900.0,1.0,eo1gf,True
15630,CustomCrawl,Transportation & Logistics,6.0,0.0,40.0,96.0,10.0,6.0,4.1875,227.0,,622,2.8,4.0,1,55356.0,0,25.0,5.0,RDi1K,True
15631,CustomCrawl,Business Services,76.0,,,,,,,,,630,,,0,59561.0,0,85.0,2.0,LjQ8w,False
15632,UNKNOWN,Advertising & Marketing,0.0,,,,,,,,,43,3.0,28.0,1,57514.0,0,25.0,3.0,VRo3b,False
15633,UNKNOWN,Transportation & Logistics,0.0,,,,,,,,,1195,1.8,11.0,1,45514.0,0,350.0,1.0,B4fke,True
15634,ultiRecruit,Health Care,40.0,,,,,,,,,0,2.3,14.0,1,48778.0,0,3000.0,,qMIxJ,False
15635,UNKNOWN,Computer Hardware & Software,0.0,,,,,,,,,551,2.8,16.0,1,86302.0,0,125.0,1.0,8lQqR,False
15636,UNKNOWN,Finance,0.0,,,,,,,,,1120,3.0,10.0,1,26731.0,0,325.0,2.0,qtKq2,False
15637,app.theresumator.com,Advertising & Marketing,2.0,,,,,,,,,483,2.0,2.0,1,66626.0,0,125.0,1.0,7fSSb,False
15638,iCIMS Master Feed,Health Care,71.0,,,,,,,,,881,3.0,1.0,1,47581.0,0,750.0,5.0,6vRzx,False
15639,taleo,Finance,266.0,,,,,,,,,1001,2.8,25.0,1,49278.0,0,4383.0,18.0,ui1ru,True
15640,CustomCrawl,Accounting & Legal,8.0,,,,,,,,,0,2.6,21.0,1,63355.0,0,198.0,2.0,SKjN0,True
15641,UNKNOWN,Retail,0.0,,,,,,,,,203,2.8,19.0,1,64263.0,1,700.0,2.0,ZLswF,False
15642,other,Retail,32.0,,,,,,,,,245,2.0,10.0,1,31267.0,0,20330.0,2.0,ROSHS,False
15643,CustomCrawl,Media,200.0,,,,,,,,,1352,2.6,21.0,1,145936.0,1,7500.0,19.0,navcR,True
15644,taleo,Manufacturing,41.0,,,,,,,,,1312,3.1,20.0,1,148463.0,0,9700.0,8.0,M0UTm,False
15645,other,Manufacturing,86.0,,,,,,,,,0,2.9,27.0,1,59139.0,1,15000.0,7.0,wILK5,False
15646,other,Business Services,2833.0,,,,,,,,,0,1.9,13.0,1,65387.0,0,45700.0,3.0,wfbju,True
15647,UNKNOWN,Manufacturing,0.0,,,,,,,,,10,,,0,21840.0,0,450.0,1.0,3XPK3,False
15648,CustomCrawl,Information Technology,4.0,,,,,,,,,488,3.0,7.0,1,106471.0,0,50.0,5.0,yDBel,False
15649,CustomCrawl,Information Technology,8.0,,,,,,,,,1211,3.7,27.0,1,112632.0,0,125.0,4.0,N8pHq,False
15650,other,"Oil, Gas, Energy & Utilities",37.0,,,,,,,,,306,2.3,44.0,1,56576.0,0,1700.0,4.0,t2ZWP,False
15651,other,Retail,83.0,,,,,,,,,422,1.9,11.0,1,27004.0,1,750.0,3.0,dZpUB,False
15652,CustomCrawl,Advertising & Marketing,30.0,,,,,,,,,453,2.7,22.0,1,56154.0,0,24100.0,44.0,9uxG0,True
15653,UNKNOWN,Information Technology,0.0,,,,,,,,,775,,,0,61118.0,0,100.0,1.0,Ofylx,False
15654,greenhouse,Information Technology,44.0,,,,,,,,,54,3.7,13.0,1,180497.0,0,350.0,3.0,o67AO,False
15655,CustomCrawl,Information Technology,82.0,,,,,,,,,297,3.0,68.0,1,71325.0,0,3000.0,1.0,gXJBn,True
15656,UNKNOWN,Business Services,0.0,0.0,2.0,4.0,0.0,12.0,5.0,30.0,,198,,,0,48000.0,0,25.0,,YtZRD,False
15657,UNKNOWN,Information Technology,0.0,,,,,,,,,855,2.4,14.0,1,59617.0,0,125.0,3.0,M8mow,False
15658,UNKNOWN,Business Services,0.0,,,,,,,,,560,3.3,17.0,1,33555.0,0,125.0,3.0,EkRsg,False
15659,CustomCrawl,Finance,32.0,,,,,,,,,88,2.6,29.0,1,109481.0,0,7841.0,5.0,86pQz,False
15660,UNKNOWN,Non-Profit,0.0,,,,,,,,,1151,3.0,30.0,1,87419.0,0,3000.0,,O4d22,False
15661,SmartRecruiters,Manufacturing,6.0,,,,,,,,,475,2.8,2.0,1,36289.0,0,38.0,2.0,mh7Uh,False
15662,EMPLOYER SOURCE,Business Services,1.0,,,,,,,,,226,,,0,50156.0,0,150.0,3.0,QiNZS,True
15663,other,Accounting & Legal,27.0,,,,,,,,,1287,3.0,12.0,1,56567.0,0,600.0,6.0,KSY09,False
15664,UNKNOWN,Advertising & Marketing,0.0,,,,,,,,,524,2.5,3.0,1,72500.0,0,25.0,,iMfS4,False
15665,CustomCrawl,Information Technology,22.0,,,,,,,,,952,3.1,21.0,1,96500.0,0,125.0,14.0,aljFV,False
15666,WorkforceNow,Manufacturing,26.0,,,,,,,,,391,2.8,15.0,1,49839.0,0,750.0,14.0,hPKaG,False
15667,WorkableHR.com,Information Technology,9.0,,,,,,,,,0,2.5,20.0,1,45438.0,0,73.0,,8Jxam,False
15668,CustomCrawl,Business Services,7.0,,,,,,,,,616,3.0,9.0,1,53376.0,0,100.0,1.0,xMBfg,False
15669,UNKNOWN,Business Services,0.0,,,,,,,,,1115,3.0,7.0,1,71659.0,0,125.0,4.0,TPftj,False
15670,MyStaffingPro,"Construction, Repair & Maintenance",12.0,,,,,,,,,1218,3.0,,0,111456.0,0,125.0,3.0,5riKt,True
15671,UNKNOWN,Business Services,0.0,,,,,,,,,662,,,0,29640.0,0,125.0,2.0,MGSqy,False
15672,CustomCrawl,Manufacturing,9.0,,,,,,,,,0,1.5,2.0,1,47310.0,0,40.0,,i33Az,False
15673,EMPLOYER SOURCE,Information Technology,1.0,,,,,,,,,714,3.1,23.0,1,61537.0,0,125.0,3.0,lI2mo,False
15674,ultiRecruit,Manufacturing,2.0,,,,,,,,,6,,,0,55989.0,1,427.0,2.0,j8A2B,False
15675,workDay,Biotech & Pharmaceuticals,179.0,,,,,,,,,1201,2.9,21.0,1,95321.0,0,5500.0,16.0,3bG19,False
15676,UNKNOWN,Business Services,0.0,,,,,,,,,0,2.5,1.0,1,43333.0,0,300.0,1.0,ZSdNJ,False
15677,kenexaBrassRing,Manufacturing,16.0,,,,,,,,,712,3.0,26.0,1,70649.0,0,737.0,4.0,8HqO7,False
15678,EMPLOYER SOURCE,Health Care,137.0,,,,,,,,,215,2.0,15.0,1,52498.0,0,3000.0,3.0,MhihK,False
15679,other,Accounting & Legal,66.0,,,,,,,,,1237,2.8,18.0,1,324804.0,0,1077.0,3.0,6GLl2,False
15680,icims,Health Care,53.0,,,,,,,,,204,3.0,4.0,1,42900.0,0,750.0,5.0,aDlU5,False
15681,UNKNOWN,Advertising & Marketing,0.0,,,,,,,,,40,3.0,28.0,1,65000.0,0,25.0,1.0,mlWyp,False
15682,icims,Biotech & Pharmaceuticals,125.0,,,,,,,,,753,2.9,11.0,1,89878.0,0,3000.0,3.0,ON8No,False
15683,CustomCrawl,Information Technology,26.0,,,,,,,,,540,2.5,29.0,1,73600.0,0,125.0,3.0,rBSkW,False
15684,UNKNOWN,Accounting & Legal,0.0,,,,,,,,,0,3.0,13.0,1,32400.0,0,70.0,1.0,ystiH,False
15685,UNKNOWN,"Arts, Entertainment & Recreation",0.0,,,,,,,,,35,,,0,0.0,0,25.0,2.0,JySoH,False
15686,iCIMS Master Feed,Business Services,10.0,,,,,,,,,1102,3.0,25.0,1,17680.0,0,450.0,4.0,vcMIf,False
15687,CustomCrawl,"Restaurants, Bars & Food Services",122.0,,,,,,,,,796,2.1,7.0,1,32154.0,0,3153.0,,MjT7f,False
15688,UNKNOWN,Health Care,0.0,,,,,,,,,1231,3.2,72.0,1,77089.0,0,350.0,6.0,9YK2p,False
15689,UNKNOWN,Education,0.0,,,,,,,,,170,,,0,70000.0,0,125.0,3.0,evS3K,False
15690,UNKNOWN,,0.0,,,,,,,,,133,,,0,0.0,0,50.0,1.0,AvehR,False
15691,iCIMS Master Feed,Health Care,165.0,,,,,,,,,770,2.5,11.0,1,47478.0,0,3000.0,6.0,cmBYp,False
15692,taleo,Business Services,584.0,,,,,,,,,852,1.5,6.0,1,26735.0,0,40500.0,16.0,QUl2n,False
15693,other,Telecommunications,39.0,,,,,,,,,823,3.0,2.0,1,44893.0,0,550.0,4.0,T6cP3,False
15694,UNKNOWN,Finance,0.0,,,,,,,,,0,,,0,33998.0,0,132.0,,CDeAf,False
15695,taleo,Travel & Tourism,378.0,,,,,,,,,1220,2.2,16.0,1,41120.0,0,7500.0,11.0,XUrab,False
15696,other,Health Care,85.0,,,,,,,,,0,3.3,34.0,1,76771.0,0,4919.0,,YbKuH,False
15697,UNKNOWN,,0.0,,,,,,,,,-51,3.0,40.0,1,40840.0,0,550.0,1.0,98kkS,False
15698,CustomCrawl,Advertising & Marketing,60.0,,,,,,,,,1247,3.0,31.0,1,65842.0,0,750.0,10.0,1Z4ZY,False
15699,MyStaffingPro,Aerospace & Defense,19.0,,,,,,,,,1484,2.8,21.0,1,76766.0,1,3000.0,5.0,bGcbu,False
15700,UNKNOWN,Education,0.0,,,,,,,,,0,2.3,19.0,1,40956.0,0,11.0,,CzxqF,False
15701,UNKNOWN,Real Estate,0.0,,,,,,,,,257,2.7,22.0,1,72846.0,0,185.0,6.0,zmdHz,False
15702,other,Manufacturing,49.0,,,,,,,,,497,2.0,17.0,1,68157.0,0,750.0,5.0,JZsZr,False
15703,CustomCrawl,,41.0,,,,,,,,,69,,,0,46039.0,0,325.0,,JTvJ3,True
15704,UNKNOWN,Insurance,0.0,,,,,,,,,0,,,0,36743.0,0,100.0,,f40To,False
15705,,,0.0,,,,,,,,,33,,,0,0.0,0,11.0,1.0,V1MtO,False
15706,CustomCrawl,Business Services,9.0,0.0,12.0,32.0,2.0,0.0,3.0,26.0,,29,,,0,74650.0,0,325.0,2.0,0eqkI,True
15707,UNKNOWN,Education,0.0,,,,,,,,,372,2.0,21.0,1,53300.0,0,25.0,3.0,NuENB,False
15708,other,Finance,8.0,,,,,,,,,-94,2.0,,0,41130.0,0,29.0,,5qhrC,False
15709,other,Aerospace & Defense,25.0,,,,,,,,,41,,,0,0.0,0,125.0,,RFNny,False
15710,UNKNOWN,,0.0,,,,,,,,,0,,,0,76982.0,0,16.0,,LpagE,False
15711,UNKNOWN,"Restaurants, Bars & Food Services",0.0,,,,,,,,,0,,,0,22543.0,0,700.0,1.0,haE9i,False
15712,UNKNOWN,Business Services,0.0,,,,,,,,,71,3.0,25.0,1,33062.0,0,120.0,2.0,Rlp48,False
15713,other,Retail,607.0,,,,,,,,,147,2.3,14.0,1,60954.0,1,197000.0,3.0,GkxY8,False
15714,CustomCrawl,"Arts, Entertainment & Recreation",1.0,,,,,,,,,84,3.0,6.0,1,42986.0,0,3400.0,2.0,T9IMa,False
15715,CustomCrawl,Retail,5.0,,,,,,,,,346,,,0,45756.0,0,100.0,2.0,cd82m,False
15716,greenhouse,Real Estate,25.0,,,,,,,,,273,2.3,31.0,1,14829.0,0,125.0,3.0,QsrA1,False
15717,UNKNOWN,Computer Hardware & Software,0.0,,,,,,,,,0,2.5,18.0,1,514624.0,0,13.0,1.0,cdYnI,False
15718,UNKNOWN,Real Estate,0.0,,,,,,,,,273,2.5,32.0,1,33351.0,0,3000.0,2.0,R8Q99,False
15719,UNKNOWN,,0.0,,,,,,,,,0,1.0,60.0,1,78076.0,0,558.0,1.0,xnB4c,False
15720,EMPLOYER SOURCE,Computer Hardware & Software,1.0,,,,,,,,,0,2.6,17.0,1,4632813.0,0,291.0,1.0,kslVO,False
15721,icims,Finance,46.0,,,,,,,,,204,2.8,11.0,1,48121.0,0,3000.0,1.0,v5Vuc,False
15722,CustomCrawl,Health Care,8.0,,,,,,,,,685,3.1,25.0,1,26807.0,0,38.0,2.0,msJpB,False
15723,CustomCrawl,Health Care,35.0,,,,,,,,,0,2.1,26.0,1,62492.0,0,3000.0,4.0,bxezy,False
15724,UNKNOWN,"Arts, Entertainment & Recreation",0.0,,,,,,,,,0,1.6,8.0,1,25937.0,0,15000.0,,PCWya,False
15725,CustomCrawl,Business Services,133.0,,,,,,,,,1161,2.7,28.0,1,56901.0,0,3000.0,2.0,LTzb0,False
15726,SmartRecruiters,Manufacturing,18.0,,,,,,,,,399,2.6,17.0,1,59095.0,0,3900.0,9.0,1O2LD,False
15727,UNKNOWN,Computer Hardware & Software,0.0,,,,,,,,,544,3.0,5.0,1,102500.0,0,38.0,3.0,IB7iU,False
15728,UNKNOWN,Information Technology,0.0,,,,,,,,,79,3.5,52.0,1,35578.0,0,125.0,1.0,oALWv,False
15729,other,Consumer Services,35.0,,,,,,,,,-13,2.3,11.0,1,44784.0,0,364.0,7.0,gtvbp,False
15730,UNKNOWN,Retail,0.0,,,,,,,,,42,3.0,,0,29991.0,0,350.0,2.0,x9a6A,False
15731,EMPLOYER SOURCE,Information Technology,3.0,,,,,,,,,1288,2.7,17.0,1,30159.0,0,100.0,3.0,XDa4Q,False
15732,UNKNOWN,Business Services,0.0,2.0,50.0,124.0,10.0,12.0,4.625,,,770,3.4,34.0,1,54848.0,0,125.0,1.0,Z1OkZ,True
15733,other,Finance,2.0,,,,,,,,,897,2.0,33.0,1,64837.0,0,100.0,3.0,PffEX,False
15734,CustomCrawl,Media,18.0,,,,,,,,,641,2.9,17.0,1,99157.0,0,3588.0,6.0,osQbk,False
15735,CustomCrawl,Manufacturing,15.0,,,,,,,,,85,3.3,23.0,1,67282.0,0,3400.0,3.0,RgJfi,False
15736,other,Finance,98.0,,,,,,,,,1049,2.5,33.0,1,62989.0,0,3000.0,5.0,CVXd8,False
15737,UNKNOWN,,0.0,,,,,,,,,0,,,0,32840.0,0,125.0,2.0,ZSXlI,False
